Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
280,Anthony Lamb\lamban01,SF,23,HOU,17,195,6.7,.446,.607,.148,8.4,10.8,9.5,5.1,0.5,1.4,9.7,15.7,,-0.1,0.1,0.0,-0.008,,-4.6,-2.2,-6.8,-0.2
281,Jeremy Lamb\lambje01,SG,28,IND,36,765,15.9,.587,.464,.272,3.6,15.0,9.3,9.5,2.1,2.5,6.6,18.5,,1.2,0.9,2.1,.134,,0.9,0.4,1.3,0.6
282,Romeo Langford\langfro01,SG,21,BOS,14,216,3.9,.398,.366,.098,5.7,9.3,7.5,4.6,0.9,1.7,15.8,10.1,,-0.2,0.1,-0.1,-0.012,,-5.2,-0.5,-5.7,-0.2
283,Zach LaVine\lavinza01,SG,25,CHI,53,1867,21.6,.633,.424,.268,1.9,14.1,8.1,24.2,1.1,1.3,14.4,31.2,,3.6,1.6,5.2,.133,,4.8,-1.0,3.8,2.7
284,Jake Layman\laymaja01,SF,26,MIN,42,602,11.5,.578,.417,.211,2.3,9.5,5.8,6.7,2.3,2.5,12.0,15.2,,0.2,0.4,0.6,.049,,-2.6,-0.1,-2.7,-0.1
285,T.J. Leaf\leaftj01,PF,23,POR,2,13,6.1,.500,.000,.000,0.0,0.0,0.0,0.0,3.8,6.9,33.3,9.9,,0.0,0.0,0.0,-0.055,,-6.5,3.7,-2.8,0.0
286,Jalen Lecque\lecquja01,PG,20,IND,4,12,4.8,.242,.111,.333,18.1,27.0,22.6,20.8,0.0,0.0,0.0,36.7,,-0.1,0.0,-0.1,-0.232,,-6.3,-6.8,-13.1,0.0
287,Damion Lee\leeda03,SG,28,GSW,57,1079,11.8,.636,.708,.161,2.2,15.5,8.9,9.2,1.7,0.7,9.3,12.8,,1.4,1.2,2.6,.116,,-0.8,0.5,-0.3,0.5
288,Saben Lee\leesa01,PG,21,DET,40,609,13.5,.522,.099,.457,2.9,11.8,7.3,32.8,2.1,1.4,17.4,16.9,,0.5,0.6,1.1,.089,,-2.4,0.4,-2.0,0.0
289,Alex Len\lenal01,C,27,TOT,56,860,16.3,.646,.101,.425,8.2,19.2,13.7,7.5,0.8,5.7,15.3,16.8,,1.2,1.1,2.3,.126,,-1.3,0.6,-0.7,0.3
289,Alex Len\lenal01,C,27,TOR,7,76,4.3,.633,.600,.600,0.0,16.4,8.0,5.2,0.6,7.9,38.8,11.7,,-0.1,0.1,0.0,-0.031,,-6.8,1.2,-5.6,-0.1
289,Alex Len\lenal01,C,27,WAS,49,784,17.5,.647,.080,.418,9.0,19.5,14.2,7.7,0.8,5.5,13.8,17.3,,1.3,1.0,2.3,.142,,-0.7,0.5,-0.2,0.4
290,Kawhi Leonard\leonaka01,SF,29,LAC,47,1612,26.8,.622,.274,.310,3.9,17.5,10.9,24.9,2.4,1.1,8.7,29.0,,6.0,2.1,8.1,.243,,5.9,1.0,6.9,3.6
291,Meyers Leonard\leoname01,C,28,MIA,3,29,6.6,.635,1.000,.286,0.0,26.9,13.7,9.9,0.0,0.0,20.2,15.4,,0.0,0.0,0.0,.041,,-3.5,-0.9,-4.4,0.0
292,Caris LeVert\leverca01,SG,26,TOT,39,1199,17.7,.530,.330,.207,2.7,12.7,7.8,23.9,2.1,1.6,9.5,28.0,,0.8,1.2,2.0,.081,,0.2,-0.3,-0.1,0.6
292,Caris LeVert\leverca01,SG,26,BRK,12,334,19.2,.516,.315,.170,3.5,13.4,8.6,34.1,1.9,1.6,10.8,31.3,,0.3,0.3,0.6,.085,,1.3,-0.7,0.6,0.2
292,Caris LeVert\leverca01,SG,26,IND,27,865,17.2,.537,.337,.223,2.4,12.5,7.5,19.9,2.2,1.6,8.9,26.7,,0.5,0.9,1.4,.080,,-0.2,-0.2,-0.4,0.4
293,Kira Lewis Jr.\lewiski01,PG,19,NOP,46,759,10.6,.479,.368,.123,1.3,6.6,4.0,19.4,2.1,1.2,8.8,18.3,,0.2,0.5,0.7,.046,,-3.0,-0.5,-3.5,-0.3
294,Damian Lillard\lillada01,PG,30,POR,59,2116,24.5,.607,.531,.360,1.4,11.6,6.3,34.8,1.3,0.7,11.8,31.7,,7.6,0.6,8.2,.187,,6.7,-1.8,4.9,3.7
295,Nassir Little\littlna01,PF,20,POR,43,597,11.2,.574,.503,.284,5.2,16.5,10.7,5.0,0.4,2.0,8.4,13.7,,0.8,0.2,0.9,.076,,-1.2,-2.1,-3.3,-0.2
296,Kevon Looney\looneke01,C,24,GSW,53,949,12.3,.571,.101,.226,11.3,17.0,14.2,14.6,1.0,1.8,15.2,9.8,,1.7,1.0,2.7,.137,,-1.8,0.5,-1.3,0.2
297,Brook Lopez\lopezbr01,C,32,MIL,63,1720,14.9,.604,.468,.204,5.6,12.9,9.4,3.7,1.0,4.9,8.6,16.5,,2.5,2.1,4.6,.129,,0.0,0.0,0.0,0.9
298,Robin Lopez\lopezro01,C,32,WAS,63,1210,16.1,.663,.051,.341,10.7,10.3,10.5,6.2,0.5,2.6,13.9,16.3,,2.4,0.8,3.2,.128,,0.0,-1.3,-1.3,0.2
299,Kevin Love\loveke01,PF,32,CLE,21,502,14.1,.547,.635,.202,2.6,29.9,15.9,15.9,1.2,0.4,12.6,22.0,,0.1,0.5,0.7,.062,,0.2,-1.1,-0.9,0.1
300,Kyle Lowry\lowryky01,PG,34,TOR,46,1601,16.5,.593,.555,.268,2.3,15.0,8.5,31.8,1.4,0.9,15.9,21.4,,2.9,1.3,4.2,.127,,1.9,-0.7,1.2,1.3
301,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,55,1032,7.7,.493,.673,.123,3.0,10.3,6.8,8.3,1.5,0.5,10.2,17.3,,-0.3,0.6,0.3,.015,,-3.2,-1.7,-4.9,-0.7
302,Trey Lyles\lylestr01,PF,25,SAS,23,358,11.4,.574,.444,.256,2.6,23.2,12.8,5.3,0.8,0.2,5.7,12.9,,0.3,0.4,0.7,.090,,-1.2,-0.7,-1.9,0.0
303,Will Magnay\magnawi01,C,22,NOP,1,3,-35.3,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.2,,0.0,0.0,0.0,-0.792,,-30.7,-8.9,-39.6,0.0
304,Thon Maker\makerth01,C,23,CLE,8,76,18.7,.657,.111,.611,11.6,15.2,13.3,7.8,1.3,4.7,11.6,14.8,,0.2,0.1,0.3,.178,,0.3,1.2,1.5,0.1
305,Théo Maledon\maledth01,PG,19,OKC,59,1626,8.1,.495,.509,.222,1.5,11.2,6.3,18.7,1.5,0.5,18.1,19.1,,-1.6,1.1,-0.5,-0.015,,-4.2,-1.0,-5.2,-1.3
306,Karim Mané\maneka01,PG,20,ORL,10,88,1.3,.362,.154,.385,1.1,16.0,8.3,6.0,0.0,2.1,16.5,9.0,,-0.1,0.0,-0.1,-0.042,,-9.0,-0.8,-9.9,-0.2
307,Terance Mann\mannte01,SG,24,LAC,62,1205,12.9,.582,.265,.253,5.2,16.2,10.8,11.2,1.2,1.0,9.7,14.8,,2.0,1.2,3.1,.124,,-0.9,0.3,-0.6,0.4
308,Nico Mannion\mannini01,PG,19,GSW,26,313,9.0,.487,.525,.248,1.0,11.1,6.1,25.0,2.1,0.3,18.8,18.8,,-0.2,0.3,0.1,.019,,-3.6,-0.7,-4.3,-0.2
309,Boban Marjanović\marjabo01,C,32,DAL,28,251,22.7,.555,.053,.301,19.9,33.3,26.7,5.8,0.4,2.2,7.2,24.3,,0.7,0.3,1.0,.187,,1.5,-2.6,-1.1,0.1
310,Lauri Markkanen\markkla01,PF,23,CHI,43,1143,15.0,.611,.554,.175,3.1,19.4,11.3,5.0,0.8,0.9,8.1,20.5,,1.4,1.0,2.4,.101,,1.3,-1.6,-0.3,0.5
311,Naji Marshall\marshna01,SF,23,NOP,24,464,10.9,.498,.442,.483,1.4,20.4,11.0,17.5,1.9,1.6,13.1,15.3,,0.2,0.5,0.6,.067,,-2.1,1.2,-0.9,0.1
312,Caleb Martin\martica02,SF,25,CHO,47,690,9.7,.464,.470,.242,4.5,15.7,10.0,11.6,2.3,1.3,10.7,17.0,,-0.3,0.8,0.5,.032,,-3.4,-0.4,-3.8,-0.3
313,Cody Martin\martico01,SF,25,CHO,52,849,10.6,.500,.309,.229,6.6,14.2,10.3,13.8,2.1,1.4,16.2,12.6,,0.2,0.9,1.1,.062,,-2.6,0.3,-2.2,-0.1
314,Jeremiah Martin\martije02,PG,24,CLE,2,16,-1.3,.273,.333,.500,0.0,0.0,0.0,18.4,3.1,0.0,12.0,22.7,,-0.1,0.0,-0.1,-0.235,,-10.7,-2.2,-12.9,0.0
315,Kelan Martin\martike03,SF,25,IND,26,163,11.0,.489,.438,.125,6.7,19.2,13.0,8.4,1.7,2.5,11.8,20.1,,-0.1,0.2,0.1,.028,,-3.1,-1.1,-4.2,-0.1
316,Kenyon Martin Jr.\martike04,SF,20,HOU,38,798,14.1,.582,.237,.316,8.1,16.4,12.1,4.1,1.4,3.9,9.3,14.4,,0.9,0.8,1.7,.103,,-2.0,-0.1,-2.1,0.0
317,Frank Mason III\masonfr01,PG,26,ORL,4,79,7.6,.462,.208,.292,3.8,12.3,7.9,22.3,0.0,0.0,15.6,17.6,,0.0,0.0,0.0,-0.014,,-6.1,-3.1,-9.2,-0.1
318,Garrison Mathews\mathega01,SG,24,WAS,57,957,9.9,.638,.825,.378,1.8,7.3,4.6,3.3,1.4,0.5,3.4,11.4,,1.6,0.6,2.2,.111,,-1.6,-0.6,-2.2,0.0
319,Dakota Mathias\mathida01,SG,25,PHI,8,123,9.8,.474,.542,.125,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.0,,0.1,0.1,0.2,.063,,-1.9,-1.7,-3.6,0.0
320,Wesley Matthews\matthwe02,SG,34,LAL,50,965,6.5,.497,.792,.165,1.7,7.2,4.5,6.2,1.6,1.4,8.8,11.2,,0.0,1.3,1.3,.064,,-3.5,0.5,-3.0,-0.3
321,Tyrese Maxey\maxeyty01,SG,20,PHI,54,784,13.2,.520,.240,.138,1.3,9.9,5.7,17.9,1.2,1.0,8.1,22.8,,0.4,0.9,1.3,.078,,-2.0,-1.0,-2.9,-0.2
322,Skylar Mays\mayssk01,SG,23,ATL,30,235,15.4,.542,.405,.298,4.7,9.7,7.2,14.4,2.9,0.0,7.8,19.1,,0.4,0.2,0.6,.117,,0.1,0.4,0.5,0.1
323,Patrick McCaw\mccawpa01,SF,25,TOR,5,33,12.0,1.078,.000,3.000,3.2,6.9,5.0,15.2,2.9,0.0,0.0,3.0,,0.1,0.0,0.1,.212,,-2.5,3.5,1.0,0.0
324,CJ McCollum\mccolcj01,SG,29,POR,39,1320,21.1,.576,.486,.145,2.0,11.4,6.5,23.3,1.4,1.2,6.4,27.3,,3.4,0.5,3.9,.142,,4.9,-1.4,3.4,1.8
325,T.J. McConnell\mccontj01,PG,28,IND,60,1525,16.6,.577,.098,.095,3.0,11.9,7.5,34.8,3.3,1.1,21.1,14.8,,2.1,1.9,4.1,.128,,-0.2,1.7,1.5,1.3
326,Jaden McDaniels\mcdanja02,PF,20,MIN,58,1387,9.0,.549,.530,.127,3.7,13.7,8.5,6.3,1.1,3.4,10.8,12.1,,0.4,0.8,1.2,.043,,-3.4,-0.3,-3.7,-0.6
327,Jalen McDaniels\mcdanja01,SF,23,CHO,39,663,11.1,.558,.370,.227,4.9,15.0,9.9,8.6,1.6,2.0,13.7,17.5,,0.1,0.6,0.8,.056,,-3.1,-0.6,-3.7,-0.3
328,Doug McDermott\mcderdo01,PF,29,IND,57,1381,16.1,.636,.433,.153,4.6,11.2,7.9,8.3,0.6,0.2,7.0,20.0,,2.8,0.7,3.4,.120,,1.9,-1.9,-0.1,0.7
329,Sean McDermott\mcderse01,SF,24,MEM,18,158,7.2,.534,.667,.242,4.0,8.9,6.4,3.1,0.6,1.7,9.9,10.8,,0.1,0.1,0.2,.051,,-3.3,-1.8,-5.1,-0.1
330,JaVale McGee\mcgeeja01,C,33,TOT,39,569,17.5,.549,.088,.256,12.0,26.9,19.3,10.2,1.6,7.2,16.7,24.4,,-0.1,0.9,0.8,.069,,-2.8,1.2,-1.6,0.1
330,JaVale McGee\mcgeeja01,C,33,CLE,33,503,18.5,.554,.093,.256,11.8,26.6,19.0,11.3,1.6,7.2,15.8,24.7,,0.0,0.8,0.8,.078,,-2.1,1.3,-0.8,0.2
330,JaVale McGee\mcgeeja01,C,33,DEN,6,66,10.1,.507,.043,.261,13.9,29.1,21.5,2.1,1.5,7.3,23.8,22.3,,-0.1,0.1,0.0,.001,,-8.5,0.7,-7.8,-0.1
331,Rodney McGruder\mcgruro01,SG,29,DET,16,194,16.1,.619,.343,.114,4.5,8.1,6.3,13.6,2.0,0.4,8.7,18.1,,0.3,0.2,0.5,.121,,0.9,-0.2,0.7,0.1
332,Alfonzo McKinnie\mckinal01,SF,28,LAL,35,222,15.1,.612,.427,.227,8.7,14.4,11.6,4.1,1.1,0.0,4.6,16.9,,0.4,0.3,0.7,.157,,0.4,-1.1,-0.7,0.1
333,Jordan McLaughlin\mclaujo01,PG,24,MIN,45,841,12.0,.490,.359,.111,2.4,10.2,6.1,29.1,2.6,0.6,16.8,13.7,,0.4,0.6,1.0,.057,,-2.1,0.0,-2.2,0.0
334,Ben McLemore\mclembe01,SG,27,TOT,45,757,9.2,.529,.759,.168,2.1,10.7,6.3,6.8,1.4,0.7,10.3,21.4,,-0.4,0.6,0.2,.015,,-2.7,-1.3,-4.0,-0.4
334,Ben McLemore\mclembe01,SG,27,HOU,32,537,8.4,.500,.741,.143,2.1,11.4,6.5,7.9,1.8,0.5,10.5,21.1,,-0.5,0.4,-0.2,-0.014,,-3.2,-1.2,-4.4,-0.3
334,Ben McLemore\mclembe01,SG,27,LAL,13,220,11.1,.599,.802,.231,2.1,9.0,5.6,4.1,0.4,1.2,9.9,22.0,,0.2,0.2,0.4,.086,,-1.5,-1.8,-3.2,-0.1
335,Nicolò Melli\mellini01,PF,30,TOT,38,464,7.3,.431,.591,.173,5.3,17.8,11.6,9.4,1.4,0.6,7.8,11.9,,0.0,0.4,0.4,.041,,-3.9,0.4,-3.6,-0.2
335,Nicolò Melli\mellini01,PF,30,NOP,22,241,5.9,.346,.627,.119,5.5,20.3,13.0,12.7,1.8,0.4,10.1,12.1,,-0.2,0.2,0.0,.007,,-4.9,0.5,-4.4,-0.1
335,Nicolò Melli\mellini01,PF,30,DAL,16,223,8.8,.524,.549,.235,5.0,15.1,10.1,5.9,0.9,0.8,5.1,11.8,,0.2,0.2,0.4,.077,,-2.9,0.2,-2.7,0.0
336,De'Anthony Melton\meltode01,PG,22,MEM,43,884,16.7,.580,.518,.135,3.2,14.1,8.6,18.2,2.9,2.7,12.3,19.7,,1.0,1.3,2.3,.126,,1.4,1.8,3.2,1.1
337,Sam Merrill\merrisa01,SG,24,MIL,27,199,13.7,.659,.661,.065,3.3,10.7,7.1,13.0,1.2,0.4,13.6,15.6,,0.4,0.2,0.5,.131,,0.7,-0.7,0.1,0.1
338,Chimezie Metu\metuch01,C,23,SAC,30,332,16.2,.586,.139,.270,9.0,17.8,13.3,9.2,1.6,3.8,13.9,20.6,,0.3,0.2,0.5,.075,,-2.0,-1.2,-3.2,-0.1
339,Khris Middleton\middlkh01,SF,29,MIL,62,2072,18.3,.587,.337,.216,2.6,15.7,9.4,23.4,1.6,0.4,13.3,25.1,,3.7,2.2,6.0,.138,,2.1,-0.6,1.5,1.8
340,Darius Miller\milleda01,SF,30,OKC,18,197,15.9,.685,.875,.250,1.0,11.7,6.3,15.4,3.1,2.2,13.1,13.2,,0.4,0.2,0.6,.158,,1.2,2.7,3.9,0.3
341,Patty Mills\millspa02,PG,32,SAS,60,1523,12.3,.572,.702,.127,1.2,6.2,3.7,13.8,1.3,0.2,8.8,18.6,,1.4,0.9,2.3,.073,,0.4,-1.7,-1.2,0.3
342,Paul Millsap\millspa01,PF,35,DEN,51,1061,16.6,.574,.361,.246,7.6,18.7,13.2,11.1,2.0,3.2,10.0,18.1,,1.7,1.4,3.1,.140,,0.5,0.0,0.6,0.7
343,Shake Milton\miltosh01,SG,24,PHI,56,1316,14.2,.547,.294,.267,2.6,8.1,5.4,19.7,1.3,0.9,12.5,25.1,,0.9,1.4,2.4,.086,,-1.1,-1.3,-2.4,-0.1
344,Donovan Mitchell\mitchdo01,PG,24,UTA,53,1771,21.3,.569,.423,.290,3.1,10.6,7.0,26.8,1.4,0.7,10.7,33.6,,4.0,2.2,6.2,.167,,4.1,-0.6,3.5,2.5
345,Adam Mokoka\mokokad01,SG,22,CHI,13,54,4.0,.407,.556,.056,2.1,8.2,5.2,12.4,1.8,1.6,17.8,18.0,,-0.1,0.0,-0.1,-0.076,,-6.6,-1.7,-8.3,-0.1
346,Malik Monk\monkma01,SG,22,CHO,34,744,15.2,.599,.513,.195,1.9,11.0,6.4,14.7,1.2,0.5,11.5,24.2,,0.7,0.4,1.2,.077,,1.0,-2.0,-0.9,0.2
347,E'Twaun Moore\mooreet01,SG,31,PHO,24,348,8.8,.479,.284,.098,4.3,9.2,6.8,13.1,2.0,1.0,14.5,15.9,,-0.1,0.4,0.3,.036,,-4.4,0.7,-3.7,-0.2
348,Ja Morant\moranja01,PG,21,MEM,55,1764,17.5,.542,.240,.392,3.0,10.0,6.4,33.8,1.4,0.6,14.9,27.6,,1.7,1.4,3.1,.085,,1.6,-1.8,-0.2,0.8
349,Juwan Morgan\morgaju01,PF,23,UTA,25,128,10.4,.567,.500,.269,7.8,13.5,10.7,9.4,1.5,0.6,9.4,10.8,,0.2,0.2,0.4,.139,,-2.5,1.3,-1.2,0.0
350,Marcus Morris\morrima03,PF,31,LAC,51,1354,14.6,.606,.515,.140,2.7,14.6,8.8,5.8,1.2,0.9,7.5,20.1,,2.0,1.2,3.2,.114,,0.9,-1.1,-0.3,0.6
351,Markieff Morris\morrima02,PF,31,LAL,56,1127,9.5,.521,.569,.126,4.5,20.0,12.4,8.0,0.9,1.5,12.1,16.2,,-0.1,1.7,1.6,.068,,-2.6,-0.2,-2.8,-0.2
352,Monte Morris\morrimo01,PG,25,DEN,44,1151,13.7,.572,.356,.195,1.1,8.2,4.7,16.5,1.3,1.1,7.5,16.3,,1.9,0.8,2.7,.112,,0.1,-1.1,-1.0,0.3
353,Mychal Mulder\muldemy01,PG,26,GSW,52,586,10.4,.610,.805,.097,0.7,8.1,4.4,5.1,0.7,1.4,5.6,15.7,,0.4,0.4,0.8,.070,,-1.2,-1.4,-2.6,-0.1
354,Dejounte Murray\murrade01,PG,24,SAS,59,1893,16.8,.514,.211,.140,2.8,21.2,11.8,25.8,2.4,0.3,10.0,23.3,,0.9,2.6,3.5,.088,,-0.1,1.0,0.9,1.4
355,Jamal Murray\murraja01,PG,23,DEN,48,1704,18.3,.592,.399,.193,2.5,10.4,6.5,20.2,1.9,0.7,11.2,24.8,,3.2,1.4,4.6,.131,,2.7,-1.0,1.7,1.6
356,Mike Muscala\muscami01,C,29,OKC,35,645,14.7,.599,.689,.135,3.0,18.4,10.7,7.0,0.6,1.5,6.9,20.0,,0.9,0.5,1.3,.098,,0.8,-1.2,-0.3,0.3
357,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,23,TOT,61,1208,9.9,.531,.646,.110,2.0,11.5,6.7,12.4,1.7,0.8,15.2,19.3,,-0.7,1.0,0.2,.009,,-2.1,-1.1,-3.2,-0.4
357,Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,36,634,10.2,.527,.767,.135,1.9,11.2,6.5,13.5,2.1,0.8,14.2,18.9,,-0.2,0.6,0.3,.026,,-1.3,-0.8,-2.1,0.0
357,Sviatoslav Mykhailiuk\mykhasv01,SG,23,OKC,25,574,9.6,.536,.521,.084,2.2,11.9,7.0,11.1,1.3,0.8,16.2,19.7,,-0.5,0.4,-0.1,-0.009,,-3.0,-1.4,-4.4,-0.3
358,Abdel Nader\naderab01,SF,27,PHO,24,355,13.4,.605,.371,.319,2.3,17.2,9.8,7.4,1.4,2.3,12.6,19.0,,0.3,0.5,0.7,.100,,-1.2,0.8,-0.4,0.2
359,Larry Nance Jr.\nancela02,PF,28,CLE,35,1091,13.2,.557,.419,.180,5.4,19.2,12.1,14.3,2.8,1.4,15.8,14.0,,0.6,1.3,1.9,.083,,-1.1,1.7,0.6,0.7
360,Aaron Nesmith\nesmiaa01,SF,21,BOS,39,535,9.0,.576,.650,.146,4.6,15.7,10.1,3.5,1.2,1.6,12.1,13.3,,0.3,0.5,0.7,.067,,-2.9,-0.3,-3.2,-0.2
361,Raul Neto\netora01,PG,28,WAS,58,1231,12.9,.570,.372,.173,2.2,10.2,6.2,14.1,2.4,0.3,10.1,16.1,,1.2,1.2,2.4,.093,,-1.5,0.6,-0.9,0.4
362,Georges Niang\niangge01,PF,27,UTA,64,971,10.4,.587,.731,.039,3.0,13.7,8.6,7.3,0.9,0.7,11.9,17.2,,0.7,1.2,1.8,.091,,-1.1,-0.1,-1.1,0.2
363,Zeke Nnaji\nnajize01,PF,20,DEN,40,363,10.5,.600,.558,.158,4.1,14.0,9.1,2.9,0.8,1.1,6.4,13.1,,0.4,0.3,0.7,.092,,-1.2,-1.7,-2.9,-0.1
364,Nerlens Noel\noelne01,C,26,NYK,57,1352,15.0,.631,.015,.302,10.6,18.9,14.7,4.6,2.2,8.8,21.0,9.5,,1.4,3.1,4.5,.159,,-2.4,3.4,1.1,1.0
365,Jaylen Nowell\nowelja01,SG,21,MIN,38,714,12.6,.530,.437,.160,2.6,11.2,6.8,12.8,1.4,1.2,7.3,21.6,,0.3,0.3,0.6,.042,,-1.4,-1.7,-3.1,-0.2
366,Frank Ntilikina\ntilila01,PG,22,NYK,26,266,7.4,.514,.585,.246,2.1,8.1,5.1,7.7,2.8,0.7,12.2,13.7,,0.0,0.4,0.4,.065,,-5.3,1.8,-3.4,-0.1
367,Kendrick Nunn\nunnke01,PG,25,MIA,50,1473,13.9,.592,.497,.089,1.4,10.7,6.1,15.2,1.7,0.9,10.9,20.8,,1.0,1.5,2.5,.082,,-0.4,-0.1,-0.5,0.5
368,James Nunnally\nunnaja01,SF,30,NOP,4,25,12.2,.688,.875,.000,4.4,13.1,8.8,0.0,0.0,0.0,11.1,15.2,,0.0,0.0,0.0,.068,,0.5,-2.0,-1.5,0.0
369,Jusuf Nurkić\nurkiju01,C,26,POR,29,677,19.3,.554,.104,.345,9.5,30.4,19.6,20.9,2.0,3.4,17.1,21.9,,0.8,0.9,1.6,.117,,-0.4,1.4,1.0,0.5
370,David Nwaba\nwabada01,SF,28,HOU,30,679,14.5,.557,.289,.312,6.0,12.7,9.2,7.0,2.1,2.8,6.4,16.6,,0.7,0.7,1.4,.100,,-1.3,1.0,-0.3,0.3
371,Jordan Nwora\nworajo01,SF,22,MIL,26,230,14.7,.579,.486,.193,1.9,17.6,10.1,4.3,2.9,1.9,14.5,25.2,,-0.1,0.4,0.3,.060,,-1.6,-0.4,-2.0,0.0
372,Royce O'Neale\onealro01,SF,27,UTA,63,2005,9.8,.601,.713,.122,4.2,18.5,11.7,10.3,1.2,1.2,16.5,9.4,,2.1,2.9,5.0,.121,,-1.3,1.7,0.4,1.2
373,Semi Ojeleye\ojelese01,PF,26,BOS,51,884,8.2,.555,.721,.157,3.5,13.5,8.5,5.2,0.8,0.0,8.4,11.6,,0.7,0.5,1.2,.063,,-1.5,-1.3,-2.7,-0.2
374,Jahlil Okafor\okafoja01,C,25,DET,20,228,12.8,.635,.094,.188,6.3,13.8,10.0,8.4,0.9,1.5,14.8,15.5,,0.2,0.2,0.4,.085,,-2.1,-0.8,-2.9,-0.1
375,Chuma Okeke\okekech01,PF,22,ORL,45,1133,11.8,.511,.435,.123,3.7,13.3,8.3,13.2,2.1,1.8,10.0,14.5,,0.3,1.1,1.4,.060,,-1.8,0.4,-1.4,0.2
376,Josh Okogie\okogijo01,SG,22,MIN,52,1090,9.3,.528,.425,.408,5.2,8.9,7.0,7.1,2.1,1.8,11.6,12.0,,0.5,0.7,1.2,.053,,-3.8,0.2,-3.6,-0.4
377,Onyeka Okongwu\okongon01,C,20,ATL,43,500,14.5,.639,.026,.412,9.8,17.8,13.8,2.9,1.8,5.0,14.6,13.7,,0.7,0.7,1.3,.129,,-3.4,0.8,-2.6,-0.1
378,Isaac Okoro\okorois01,SG,20,CLE,59,1875,7.4,.516,.392,.278,3.5,6.8,5.1,7.7,1.6,1.1,13.5,13.3,,-0.2,1.0,0.8,.020,,-4.4,-0.7,-5.1,-1.5
379,KZ Okpala\okpalkz01,PF,21,MIA,33,389,3.7,.408,.565,.118,5.3,12.0,8.7,5.7,1.0,2.2,12.7,11.9,,-0.4,0.4,-0.1,-0.007,,-7.0,-0.9,-7.9,-0.6
380,Victor Oladipo\oladivi01,SG,28,TOT,33,1080,14.5,.512,.415,.240,1.2,15.1,8.0,23.1,2.0,1.2,11.5,28.5,,-0.6,1.1,0.5,.021,,-0.6,-0.9,-1.5,0.1
380,Victor Oladipo\oladivi01,SG,28,IND,9,300,15.6,.535,.454,.243,0.4,18.0,9.2,18.9,2.4,0.5,9.7,26.5,,0.1,0.4,0.4,.065,,1.5,-0.8,0.6,0.2
380,Victor Oladipo\oladivi01,SG,28,HOU,20,669,15.0,.508,.402,.218,1.2,14.4,7.5,25.6,1.7,1.3,10.9,29.8,,-0.3,0.5,0.2,.015,,-0.3,-0.7,-1.0,0.2
380,Victor Oladipo\oladivi01,SG,28,MIA,4,111,8.1,.471,.395,.419,3.1,11.0,7.2,19.2,3.1,1.9,21.6,26.4,,-0.3,0.2,-0.1,-0.059,,-8.1,-2.0,-10.1,-0.2
381,Kelly Olynyk\olynyke01,C-PF,29,TOT,64,1817,15.3,.608,.552,.191,4.7,22.0,13.3,13.8,1.8,2.0,13.9,18.8,,1.8,2.5,4.2,.112,,-0.3,0.8,0.5,1.2
381,Kelly Olynyk\olynyke01,C,29,MIA,43,1157,12.1,.549,.646,.106,4.4,20.9,12.8,11.9,1.7,2.4,12.3,17.5,,0.2,1.7,1.9,.080,,-1.6,0.7,-0.9,0.3
381,Kelly Olynyk\olynyke01,PF,29,HOU,21,660,21.0,.691,.405,.322,5.1,24.0,14.2,17.2,2.0,1.5,16.1,21.2,,1.5,0.8,2.3,.168,,2.0,1.0,3.0,0.8
382,Miye Oni\onimi01,SG,23,UTA,46,418,6.4,.519,.885,.069,5.0,13.1,9.2,6.5,0.8,1.5,14.3,10.8,,0.1,0.5,0.6,.074,,-3.3,0.7,-2.6,-0.1
383,Cedi Osman\osmande01,SF,25,CLE,54,1344,10.5,.482,.559,.167,2.9,12.5,7.6,17.1,1.8,0.6,10.3,20.3,,-0.4,1.0,0.6,.022,,-1.8,-0.8,-2.6,-0.2
384,Daniel Oturu\oturuda01,C,21,LAC,25,103,13.2,.555,.036,.286,12.3,18.1,15.3,9.3,0.5,2.6,13.7,15.7,,0.1,0.1,0.2,.112,,-2.9,-1.5,-4.4,-0.1
385,Kelly Oubre Jr.\oubreke01,SF,25,GSW,55,1687,13.3,.529,.394,.244,5.2,15.4,10.4,6.5,1.6,2.2,8.0,22.1,,0.0,2.1,2.1,.059,,-1.5,-0.6,-2.1,-0.1
386,Jabari Parker\parkeja01,PF,25,TOT,9,103,13.0,.561,.152,.121,7.5,19.7,13.5,10.0,0.5,3.6,16.8,17.4,,0.0,0.1,0.1,.051,,-2.0,0.0,-2.0,0.0
386,Jabari Parker\parkeja01,PF,25,SAC,3,27,5.1,.571,.143,.000,4.1,21.0,12.4,5.0,0.0,3.1,30.0,15.9,,0.0,0.0,0.0,-0.080,,-7.5,-1.3,-8.8,0.0
